2025-04-08 19:05:40 - INFO - __main__ - [19:05:40] Starting training process...
2025-04-08 19:05:40 - INFO - __main__ - Environment variables set
2025-04-08 19:05:42 - INFO - __main__ - CUDA device: NVIDIA GeForce RTX 4050 Laptop GPU
2025-04-08 19:05:42 - INFO - __main__ - Total memory: 6.44 GB
2025-04-08 19:05:42 - INFO - __main__ - [19:05:42] Checking memory requirements...
2025-04-08 19:05:42 - INFO - __main__ - Starting dataset loading...
2025-04-08 19:05:42 - INFO - __main__ - [19:05:42] Loading wikipedia dataset...
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Limiting wikipedia dataset to 500,000 samples
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Successfully loaded wikipedia dataset with 500,000 samples
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Added Wikipedia dataset to collection
2025-04-08 19:05:45 - INFO - __main__ - [19:05:45] Loading bookcorpus dataset...
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Limiting bookcorpus dataset to 500,000 samples
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Successfully loaded bookcorpus dataset with 500,000 samples
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Added BookCorpus dataset to collection
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Starting dataset processing...
2025-04-08 19:05:48 - INFO - __main__ - [19:05:48] Processing dataset 1/2
2025-04-08 19:27:25 - INFO - __main__ - [19:27:25] Processed 630,006/1,000,000 examples (63.00%)
2025-04-08 19:27:30 - INFO - __main__ - [19:27:30] Processed 674,804/1,000,000 examples (67.48%)
2025-04-08 19:27:35 - INFO - __main__ - [19:27:35] Processed 720,303/1,000,000 examples (72.03%)
2025-04-08 19:27:40 - INFO - __main__ - [19:27:40] Processed 765,957/1,000,000 examples (76.60%)
2025-04-08 19:27:45 - INFO - __main__ - [19:27:45] Processed 810,868/1,000,000 examples (81.09%)
2025-04-08 19:27:50 - INFO - __main__ - [19:27:50] Processed 849,786/1,000,000 examples (84.98%)
2025-04-08 19:27:55 - INFO - __main__ - [19:27:55] Processed 893,756/1,000,000 examples (89.38%)
2025-04-08 19:28:00 - INFO - __main__ - [19:28:00] Processed 938,674/1,000,000 examples (93.87%)
2025-04-08 19:28:05 - INFO - __main__ - [19:28:05] Processed 983,963/1,000,000 examples (98.40%)
2025-04-08 19:28:07 - INFO - __main__ - [19:28:07] Dataset initialization complete. Created 1,000,000 examples
2025-04-08 19:28:07 - INFO - __main__ - [19:28:07] Dataset size: 1,000,000 examples
2025-04-08 19:28:07 - INFO - __main__ - [19:28:07] Setting up optimizer and scheduler...
2025-04-08 19:28:07 - INFO - __main__ - [19:28:07] Starting training loop...
2025-04-09 00:20:24 - INFO - __main__ - [00:20:24] Saved checkpoint: turbotalk_checkpoints_v2/step_0.pt
2025-04-09 00:20:27 - INFO - __main__ - GPU memory cleared
2025-04-09 02:21:53 - INFO - __main__ - [02:21:53] Starting training process...
2025-04-09 02:21:53 - INFO - __main__ - Environment variables set
2025-04-09 02:21:54 - INFO - __main__ - CUDA device: NVIDIA GeForce RTX 4050 Laptop GPU
2025-04-09 02:21:54 - INFO - __main__ - Total memory: 6.44 GB
2025-04-09 02:21:54 - INFO - __main__ - [02:21:54] Checking memory requirements...
2025-04-09 02:21:54 - INFO - __main__ - Starting dataset loading...
2025-04-09 02:21:54 - INFO - __main__ - [02:21:54] Loading wikipedia dataset...
2025-04-09 02:22:03 - INFO - __main__ - [02:22:03] Limiting wikipedia dataset to 500,000 samples
2025-04-09 02:22:03 - INFO - __main__ - [02:22:03] Successfully loaded wikipedia dataset with 500,000 samples
2025-04-09 02:22:03 - INFO - __main__ - [02:22:03] Added Wikipedia dataset to collection
2025-04-09 02:22:03 - INFO - __main__ - [02:22:03] Loading bookcorpus dataset...
2025-04-09 02:22:09 - INFO - __main__ - [02:22:09] Limiting bookcorpus dataset to 500,000 samples
2025-04-09 02:22:09 - INFO - __main__ - [02:22:09] Successfully loaded bookcorpus dataset with 500,000 samples
2025-04-09 02:22:09 - INFO - __main__ - [02:22:09] Added BookCorpus dataset to collection
2025-04-09 02:22:09 - INFO - __main__ - [02:22:09] Starting dataset processing...
2025-04-09 02:22:09 - INFO - __main__ - [02:22:09] Processing dataset 1/2
2025-04-09 02:22:14 - INFO - __main__ - [02:22:14] Processed 83,419/1,000,000 examples (8.34%)
2025-04-09 02:22:19 - INFO - __main__ - [02:22:19] Processed 153,127/1,000,000 examples (15.31%)
2025-04-09 02:22:24 - INFO - __main__ - [02:22:24] Processed 234,557/1,000,000 examples (23.46%)
2025-04-09 02:22:29 - INFO - __main__ - [02:22:29] Processed 306,794/1,000,000 examples (30.68%)
2025-04-09 02:22:34 - INFO - __main__ - [02:22:34] Processed 359,675/1,000,000 examples (35.97%)
2025-04-09 02:22:39 - INFO - __main__ - [02:22:39] Processed 388,001/1,000,000 examples (38.80%)
2025-04-09 02:22:44 - INFO - __main__ - [02:22:44] Processed 418,087/1,000,000 examples (41.81%)
2025-04-09 02:22:49 - INFO - __main__ - [02:22:49] Processed 449,778/1,000,000 examples (44.98%)
2025-04-09 02:22:51 - INFO - __main__ - [02:22:51] Processing dataset 2/2
2025-04-09 02:22:54 - INFO - __main__ - [02:22:54] Processed 856,994/1,000,000 examples (85.70%)
2025-04-09 02:22:55 - INFO - __main__ - [02:22:55] Dataset loading complete. Loaded 1,000,000 examples, ~512,000,000 tokens
2025-04-09 02:22:56 - INFO - __main__ - Data Loading took 61.33 seconds
2025-04-09 02:22:56 - INFO - __main__ - [02:22:56] Starting tokenizer training...
2025-04-09 02:25:05 - INFO - __main__ - Custom tokenizer trained and saved
2025-04-09 02:25:07 - INFO - __main__ - [02:25:07] Tokenizer training complete
2025-04-09 02:25:07 - INFO - __main__ - Tokenizer Training took 130.77 seconds
2025-04-09 02:25:07 - INFO - __main__ - [02:25:07] Starting model initialization...
2025-04-09 02:26:34 - INFO - __main__ - Total trainable parameters: 3,669,143,040
2025-04-09 02:26:34 - WARNING - __main__ - [02:26:34] Model size 3,669,143,040 is outside the 4-5B range
2025-04-09 02:26:34 - INFO - __main__ - [02:26:34] Moving model to device and applying optimizations...
2025-04-09 02:26:39 - INFO - __main__ - Model Initialization took 92.39 seconds
2025-04-09 02:26:39 - INFO - __main__ - [02:26:39] Creating dataset and dataloader...
2025-04-09 02:26:39 - INFO - __main__ - [02:26:39] Starting SimpleDataset initialization with 1,000,000 examples
2025-04-09 02:26:44 - INFO - __main__ - [02:26:44] Processed 836/1,000,000 examples (0.08%)
2025-04-09 02:26:49 - INFO - __main__ - [02:26:49] Processed 1,794/1,000,000 examples (0.18%)
2025-04-09 02:26:54 - INFO - __main__ - [02:26:54] Processed 2,624/1,000,000 examples (0.26%)
2025-04-09 02:26:59 - INFO - __main__ - [02:26:59] Processed 3,548/1,000,000 examples (0.35%)
2025-04-09 02:27:04 - INFO - __main__ - [02:27:04] Processed 4,422/1,000,000 examples (0.44%)
2025-04-09 02:27:09 - INFO - __main__ - [02:27:09] Processed 5,359/1,000,000 examples (0.54%)
2025-04-09 02:27:14 - INFO - __main__ - [02:27:14] Processed 6,302/1,000,000 examples (0.63%)
2025-04-09 02:27:19 - INFO - __main__ - [02:27:19] Processed 7,040/1,000,000 examples (0.70%)
2025-04-09 02:27:24 - INFO - __main__ - [02:27:24] Processed 7,837/1,000,000 examples (0.78%)
2025-04-09 02:27:29 - INFO - __main__ - [02:27:29] Processed 8,789/1,000,000 examples (0.88%)
2025-04-09 02:27:34 - INFO - __main__ - [02:27:34] Processed 9,676/1,000,000 examples (0.97%)
2025-04-09 02:27:39 - INFO - __main__ - [02:27:39] Processed 10,571/1,000,000 examples (1.06%)
2025-04-09 02:27:44 - INFO - __main__ - [02:27:44] Processed 11,424/1,000,000 examples (1.14%)
2025-04-09 02:27:49 - INFO - __main__ - [02:27:49] Processed 12,475/1,000,000 examples (1.25%)
2025-04-09 02:27:54 - INFO - __main__ - [02:27:54] Processed 13,323/1,000,000 examples (1.33%)
2025-04-09 02:27:59 - INFO - __main__ - [02:27:59] Processed 14,241/1,000,000 examples (1.42%)
2025-04-09 02:28:04 - INFO - __main__ - [02:28:04] Processed 15,080/1,000,000 examples (1.51%)
2025-04-09 02:28:09 - INFO - __main__ - [02:28:09] Processed 15,924/1,000,000 examples (1.59%)
2025-04-09 02:28:14 - INFO - __main__ - [02:28:14] Processed 16,764/1,000,000 examples (1.68%)
2025-04-09 02:28:19 - INFO - __main__ - [02:28:19] Processed 18,595/1,000,000 examples (1.86%)
2025-04-09 02:28:24 - INFO - __main__ - [02:28:24] Processed 19,634/1,000,000 examples (1.96%)
2025-04-09 02:28:29 - INFO - __main__ - [02:28:29] Processed 21,389/1,000,000 examples (2.14%)
2025-04-09 02:28:34 - INFO - __main__ - [02:28:34] Processed 22,681/1,000,000 examples (2.27%)
2025-04-09 02:28:39 - INFO - __main__ - [02:28:39] Processed 23,808/1,000,000 examples (2.38%)
2025-04-09 02:28:44 - INFO - __main__ - [02:28:44] Processed 24,869/1,000,000 examples (2.49%)
2025-04-09 02:28:49 - INFO - __main__ - [02:28:49] Processed 25,763/1,000,000 examples (2.58%)
2025-04-09 02:28:54 - INFO - __main__ - [02:28:54] Processed 26,809/1,000,000 examples (2.68%)
2025-04-09 02:28:59 - INFO - __main__ - [02:28:59] Processed 27,910/1,000,000 examples (2.79%)
2025-04-09 02:29:04 - INFO - __main__ - [02:29:04] Processed 29,024/1,000,000 examples (2.90%)
2025-04-09 02:29:09 - INFO - __main__ - [02:29:09] Processed 30,161/1,000,000 examples (3.02%)
2025-04-09 02:29:14 - INFO - __main__ - [02:29:14] Processed 31,363/1,000,000 examples (3.14%)
2025-04-09 02:29:19 - INFO - __main__ - [02:29:19] Processed 32,533/1,000,000 examples (3.25%)
2025-04-09 02:29:24 - INFO - __main__ - [02:29:24] Processed 33,602/1,000,000 examples (3.36%)
2025-04-09 02:29:29 - INFO - __main__ - [02:29:29] Processed 34,914/1,000,000 examples (3.49%)
2025-04-09 02:29:34 - INFO - __main__ - [02:29:34] Processed 36,047/1,000,000 examples (3.60%)
2025-04-09 02:29:39 - INFO - __main__ - [02:29:39] Processed 37,230/1,000,000 examples (3.72%)
2025-04-09 02:29:44 - INFO - __main__ - [02:29:44] Processed 38,763/1,000,000 examples (3.88%)
2025-04-09 02:29:49 - INFO - __main__ - [02:29:49] Processed 40,563/1,000,000 examples (4.06%)
2025-04-09 02:29:54 - INFO - __main__ - [02:29:54] Processed 42,213/1,000,000 examples (4.22%)
2025-04-09 02:29:59 - INFO - __main__ - [02:29:59] Processed 44,100/1,000,000 examples (4.41%)
2025-04-09 02:30:04 - INFO - __main__ - [02:30:04] Processed 46,252/1,000,000 examples (4.63%)
2025-04-09 02:30:09 - INFO - __main__ - [02:30:09] Processed 48,021/1,000,000 examples (4.80%)
2025-04-09 02:30:14 - INFO - __main__ - [02:30:14] Processed 50,124/1,000,000 examples (5.01%)
2025-04-09 02:30:19 - INFO - __main__ - [02:30:19] Processed 52,347/1,000,000 examples (5.23%)
2025-04-09 02:30:24 - INFO - __main__ - [02:30:24] Processed 55,373/1,000,000 examples (5.54%)
2025-04-09 02:30:29 - INFO - __main__ - [02:30:29] Processed 58,118/1,000,000 examples (5.81%)
2025-04-09 02:30:34 - INFO - __main__ - [02:30:34] Processed 59,558/1,000,000 examples (5.96%)
2025-04-09 02:30:39 - INFO - __main__ - [02:30:39] Processed 60,388/1,000,000 examples (6.04%)
2025-04-09 02:30:44 - INFO - __main__ - [02:30:44] Processed 61,619/1,000,000 examples (6.16%)
2025-04-09 02:30:49 - INFO - __main__ - [02:30:49] Processed 62,927/1,000,000 examples (6.29%)
2025-04-09 02:30:54 - INFO - __main__ - [02:30:54] Processed 64,654/1,000,000 examples (6.47%)
2025-04-09 02:30:59 - INFO - __main__ - [02:30:59] Processed 65,928/1,000,000 examples (6.59%)
2025-04-09 02:31:04 - INFO - __main__ - [02:31:04] Processed 66,986/1,000,000 examples (6.70%)
2025-04-09 02:31:09 - INFO - __main__ - [02:31:09] Processed 67,875/1,000,000 examples (6.79%)
2025-04-09 02:31:14 - INFO - __main__ - [02:31:14] Processed 68,216/1,000,000 examples (6.82%)
2025-04-09 02:31:19 - INFO - __main__ - [02:31:19] Processed 68,680/1,000,000 examples (6.87%)
2025-04-09 02:31:24 - INFO - __main__ - [02:31:24] Processed 69,497/1,000,000 examples (6.95%)
2025-04-09 02:31:29 - INFO - __main__ - [02:31:29] Processed 70,242/1,000,000 examples (7.02%)
2025-04-09 02:31:34 - INFO - __main__ - [02:31:34] Processed 71,227/1,000,000 examples (7.12%)
2025-04-09 02:31:39 - INFO - __main__ - [02:31:39] Processed 72,145/1,000,000 examples (7.21%)
2025-04-09 02:31:44 - INFO - __main__ - [02:31:44] Processed 73,187/1,000,000 examples (7.32%)
2025-04-09 02:31:49 - INFO - __main__ - [02:31:49] Processed 74,415/1,000,000 examples (7.44%)
2025-04-09 02:31:54 - INFO - __main__ - [02:31:54] Processed 75,604/1,000,000 examples (7.56%)
2025-04-09 02:31:59 - INFO - __main__ - [02:31:59] Processed 76,848/1,000,000 examples (7.68%)
2025-04-09 02:32:04 - INFO - __main__ - [02:32:04] Processed 77,945/1,000,000 examples (7.79%)
2025-04-09 02:32:09 - INFO - __main__ - [02:32:09] Processed 78,969/1,000,000 examples (7.90%)
2025-04-09 02:32:14 - INFO - __main__ - [02:32:14] Processed 79,939/1,000,000 examples (7.99%)
2025-04-09 02:32:19 - INFO - __main__ - [02:32:19] Processed 80,961/1,000,000 examples (8.10%)
2025-04-09 02:32:24 - INFO - __main__ - [02:32:24] Processed 82,292/1,000,000 examples (8.23%)
2025-04-09 02:32:29 - INFO - __main__ - [02:32:29] Processed 83,287/1,000,000 examples (8.33%)
2025-04-09 02:32:34 - INFO - __main__ - [02:32:34] Processed 84,809/1,000,000 examples (8.48%)
2025-04-09 02:32:39 - INFO - __main__ - [02:32:39] Processed 86,364/1,000,000 examples (8.64%)
2025-04-09 02:32:44 - INFO - __main__ - [02:32:44] Processed 88,155/1,000,000 examples (8.82%)
2025-04-09 02:32:49 - INFO - __main__ - [02:32:49] Processed 89,889/1,000,000 examples (8.99%)
2025-04-09 02:32:54 - INFO - __main__ - [02:32:54] Processed 91,377/1,000,000 examples (9.14%)
2025-04-09 02:32:59 - INFO - __main__ - [02:32:59] Processed 92,618/1,000,000 examples (9.26%)
2025-04-09 02:33:04 - INFO - __main__ - [02:33:04] Processed 93,943/1,000,000 examples (9.39%)
2025-04-09 02:33:09 - INFO - __main__ - [02:33:09] Processed 95,350/1,000,000 examples (9.54%)
2025-04-09 02:33:14 - INFO - __main__ - [02:33:14] Processed 96,777/1,000,000 examples (9.68%)
2025-04-09 02:33:19 - INFO - __main__ - [02:33:19] Processed 98,500/1,000,000 examples (9.85%)
2025-04-09 02:33:24 - INFO - __main__ - [02:33:24] Processed 100,163/1,000,000 examples (10.02%)
2025-04-09 02:33:29 - INFO - __main__ - [02:33:29] Processed 101,696/1,000,000 examples (10.17%)
2025-04-09 02:33:34 - INFO - __main__ - [02:33:34] Processed 103,294/1,000,000 examples (10.33%)
2025-04-09 02:33:39 - INFO - __main__ - [02:33:39] Processed 104,933/1,000,000 examples (10.49%)
2025-04-09 02:33:44 - INFO - __main__ - [02:33:44] Processed 106,554/1,000,000 examples (10.66%)
2025-04-09 02:33:49 - INFO - __main__ - [02:33:49] Processed 108,281/1,000,000 examples (10.83%)
2025-04-09 02:33:54 - INFO - __main__ - [02:33:54] Processed 109,969/1,000,000 examples (11.00%)
2025-04-09 02:33:59 - INFO - __main__ - [02:33:59] Processed 111,684/1,000,000 examples (11.17%)
2025-04-09 02:34:04 - INFO - __main__ - [02:34:04] Processed 113,468/1,000,000 examples (11.35%)
2025-04-09 02:34:09 - INFO - __main__ - [02:34:09] Processed 115,265/1,000,000 examples (11.53%)
2025-04-09 02:34:14 - INFO - __main__ - [02:34:14] Processed 117,162/1,000,000 examples (11.72%)
2025-04-09 02:34:19 - INFO - __main__ - [02:34:19] Processed 118,860/1,000,000 examples (11.89%)
2025-04-09 02:34:24 - INFO - __main__ - [02:34:24] Processed 120,661/1,000,000 examples (12.07%)
2025-04-09 02:34:29 - INFO - __main__ - [02:34:29] Processed 122,243/1,000,000 examples (12.22%)
2025-04-09 02:34:34 - INFO - __main__ - [02:34:34] Processed 123,999/1,000,000 examples (12.40%)
2025-04-09 02:34:39 - INFO - __main__ - [02:34:39] Processed 125,603/1,000,000 examples (12.56%)
2025-04-09 02:34:44 - INFO - __main__ - [02:34:44] Processed 127,399/1,000,000 examples (12.74%)
2025-04-09 02:34:49 - INFO - __main__ - [02:34:49] Processed 129,096/1,000,000 examples (12.91%)
2025-04-09 02:34:54 - INFO - __main__ - [02:34:54] Processed 130,574/1,000,000 examples (13.06%)
2025-04-09 02:34:59 - INFO - __main__ - [02:34:59] Processed 132,095/1,000,000 examples (13.21%)
2025-04-09 02:35:04 - INFO - __main__ - [02:35:04] Processed 133,543/1,000,000 examples (13.35%)
2025-04-09 02:35:09 - INFO - __main__ - [02:35:09] Processed 135,369/1,000,000 examples (13.54%)
2025-04-09 02:35:14 - INFO - __main__ - [02:35:14] Processed 137,040/1,000,000 examples (13.70%)
2025-04-09 02:35:19 - INFO - __main__ - [02:35:19] Processed 138,764/1,000,000 examples (13.88%)
2025-04-09 02:35:24 - INFO - __main__ - [02:35:24] Processed 140,395/1,000,000 examples (14.04%)
2025-04-09 02:35:29 - INFO - __main__ - [02:35:29] Processed 142,012/1,000,000 examples (14.20%)
2025-04-09 02:35:34 - INFO - __main__ - [02:35:34] Processed 143,811/1,000,000 examples (14.38%)
2025-04-09 02:35:39 - INFO - __main__ - [02:35:39] Processed 145,692/1,000,000 examples (14.57%)
2025-04-09 02:35:44 - INFO - __main__ - [02:35:44] Processed 147,610/1,000,000 examples (14.76%)
2025-04-09 02:35:49 - INFO - __main__ - [02:35:49] Processed 149,760/1,000,000 examples (14.98%)
2025-04-09 02:35:54 - INFO - __main__ - [02:35:54] Processed 151,702/1,000,000 examples (15.17%)
2025-04-09 02:35:59 - INFO - __main__ - [02:35:59] Processed 153,671/1,000,000 examples (15.37%)
2025-04-09 02:36:04 - INFO - __main__ - [02:36:04] Processed 155,623/1,000,000 examples (15.56%)
2025-04-09 02:36:09 - INFO - __main__ - [02:36:09] Processed 157,529/1,000,000 examples (15.75%)
2025-04-09 02:36:14 - INFO - __main__ - [02:36:14] Processed 159,330/1,000,000 examples (15.93%)
2025-04-09 02:36:19 - INFO - __main__ - [02:36:19] Processed 161,208/1,000,000 examples (16.12%)
2025-04-09 02:36:24 - INFO - __main__ - [02:36:24] Processed 163,209/1,000,000 examples (16.32%)
2025-04-09 02:36:29 - INFO - __main__ - [02:36:29] Processed 165,234/1,000,000 examples (16.52%)
2025-04-09 02:36:34 - INFO - __main__ - [02:36:34] Processed 167,365/1,000,000 examples (16.74%)
2025-04-09 02:36:39 - INFO - __main__ - [02:36:39] Processed 169,468/1,000,000 examples (16.95%)
2025-04-09 02:36:44 - INFO - __main__ - [02:36:44] Processed 171,535/1,000,000 examples (17.15%)
2025-04-09 02:36:49 - INFO - __main__ - [02:36:49] Processed 173,569/1,000,000 examples (17.36%)
2025-04-09 02:36:54 - INFO - __main__ - [02:36:54] Processed 175,597/1,000,000 examples (17.56%)
2025-04-09 02:36:59 - INFO - __main__ - [02:36:59] Processed 177,712/1,000,000 examples (17.77%)
2025-04-09 02:37:04 - INFO - __main__ - [02:37:04] Processed 179,979/1,000,000 examples (18.00%)
2025-04-09 02:37:09 - INFO - __main__ - [02:37:09] Processed 182,088/1,000,000 examples (18.21%)
2025-04-09 02:37:15 - INFO - __main__ - [02:37:15] Processed 184,282/1,000,000 examples (18.43%)
2025-04-09 02:37:20 - INFO - __main__ - [02:37:20] Processed 186,532/1,000,000 examples (18.65%)
2025-04-09 02:37:25 - INFO - __main__ - [02:37:25] Processed 188,828/1,000,000 examples (18.88%)
2025-04-09 02:37:30 - INFO - __main__ - [02:37:30] Processed 191,222/1,000,000 examples (19.12%)
2025-04-09 02:37:35 - INFO - __main__ - [02:37:35] Processed 193,623/1,000,000 examples (19.36%)
2025-04-09 02:37:40 - INFO - __main__ - [02:37:40] Processed 196,094/1,000,000 examples (19.61%)
2025-04-09 02:37:45 - INFO - __main__ - [02:37:45] Processed 198,457/1,000,000 examples (19.85%)
2025-04-09 02:37:50 - INFO - __main__ - [02:37:50] Processed 200,704/1,000,000 examples (20.07%)
2025-04-09 02:37:55 - INFO - __main__ - [02:37:55] Processed 203,135/1,000,000 examples (20.31%)
2025-04-09 02:38:00 - INFO - __main__ - [02:38:00] Processed 205,742/1,000,000 examples (20.57%)
2025-04-09 02:38:05 - INFO - __main__ - [02:38:05] Processed 208,014/1,000,000 examples (20.80%)
2025-04-09 02:38:10 - INFO - __main__ - [02:38:10] Processed 210,505/1,000,000 examples (21.05%)
2025-04-09 02:38:15 - INFO - __main__ - [02:38:15] Processed 213,055/1,000,000 examples (21.31%)
2025-04-09 02:38:20 - INFO - __main__ - [02:38:20] Processed 215,523/1,000,000 examples (21.55%)
2025-04-09 02:38:25 - INFO - __main__ - [02:38:25] Processed 217,990/1,000,000 examples (21.80%)
2025-04-09 02:38:30 - INFO - __main__ - [02:38:30] Processed 220,316/1,000,000 examples (22.03%)
2025-04-09 02:38:35 - INFO - __main__ - [02:38:35] Processed 222,393/1,000,000 examples (22.24%)
2025-04-09 02:38:40 - INFO - __main__ - [02:38:40] Processed 224,694/1,000,000 examples (22.47%)
2025-04-09 02:38:45 - INFO - __main__ - [02:38:45] Processed 227,166/1,000,000 examples (22.72%)
2025-04-09 02:38:50 - INFO - __main__ - [02:38:50] Processed 229,822/1,000,000 examples (22.98%)
2025-04-09 02:38:55 - INFO - __main__ - [02:38:55] Processed 232,168/1,000,000 examples (23.22%)
2025-04-09 02:39:00 - INFO - __main__ - [02:39:00] Processed 234,556/1,000,000 examples (23.46%)
2025-04-09 02:39:05 - INFO - __main__ - [02:39:05] Processed 236,901/1,000,000 examples (23.69%)
2025-04-09 02:39:10 - INFO - __main__ - [02:39:10] Processed 239,844/1,000,000 examples (23.98%)
2025-04-09 02:39:15 - INFO - __main__ - [02:39:15] Processed 242,206/1,000,000 examples (24.22%)
2025-04-09 02:39:20 - INFO - __main__ - [02:39:20] Processed 244,660/1,000,000 examples (24.47%)
2025-04-09 02:39:25 - INFO - __main__ - [02:39:25] Processed 247,264/1,000,000 examples (24.73%)
2025-04-09 02:39:30 - INFO - __main__ - [02:39:30] Processed 249,637/1,000,000 examples (24.96%)
2025-04-09 02:39:35 - INFO - __main__ - [02:39:35] Processed 252,049/1,000,000 examples (25.20%)
2025-04-09 02:39:40 - INFO - __main__ - [02:39:40] Processed 254,539/1,000,000 examples (25.45%)
2025-04-09 02:39:45 - INFO - __main__ - [02:39:45] Processed 257,084/1,000,000 examples (25.71%)
2025-04-09 02:39:50 - INFO - __main__ - [02:39:50] Processed 259,860/1,000,000 examples (25.99%)
2025-04-09 02:39:55 - INFO - __main__ - [02:39:55] Processed 261,427/1,000,000 examples (26.14%)
2025-04-09 02:40:00 - INFO - __main__ - [02:40:00] Processed 263,358/1,000,000 examples (26.34%)
2025-04-09 02:40:05 - INFO - __main__ - [02:40:05] Processed 265,945/1,000,000 examples (26.59%)
2025-04-09 02:40:10 - INFO - __main__ - [02:40:10] Processed 268,506/1,000,000 examples (26.85%)
2025-04-09 02:40:15 - INFO - __main__ - [02:40:15] Processed 271,180/1,000,000 examples (27.12%)
2025-04-09 02:40:20 - INFO - __main__ - [02:40:20] Processed 273,726/1,000,000 examples (27.37%)
2025-04-09 02:40:25 - INFO - __main__ - [02:40:25] Processed 276,661/1,000,000 examples (27.67%)
2025-04-09 02:40:30 - INFO - __main__ - [02:40:30] Processed 279,175/1,000,000 examples (27.92%)
2025-04-09 02:40:35 - INFO - __main__ - [02:40:35] Processed 281,678/1,000,000 examples (28.17%)
2025-04-09 02:40:40 - INFO - __main__ - [02:40:40] Processed 284,337/1,000,000 examples (28.43%)
2025-04-09 02:40:45 - INFO - __main__ - [02:40:45] Processed 287,042/1,000,000 examples (28.70%)
2025-04-09 02:40:50 - INFO - __main__ - [02:40:50] Processed 290,007/1,000,000 examples (29.00%)
2025-04-09 02:40:55 - INFO - __main__ - [02:40:55] Processed 292,760/1,000,000 examples (29.28%)
2025-04-09 02:41:00 - INFO - __main__ - [02:41:00] Processed 295,512/1,000,000 examples (29.55%)
2025-04-09 02:41:05 - INFO - __main__ - [02:41:05] Processed 298,187/1,000,000 examples (29.82%)
2025-04-09 02:41:10 - INFO - __main__ - [02:41:10] Processed 300,718/1,000,000 examples (30.07%)
2025-04-09 02:41:15 - INFO - __main__ - [02:41:15] Processed 303,289/1,000,000 examples (30.33%)
2025-04-09 02:41:20 - INFO - __main__ - [02:41:20] Processed 306,297/1,000,000 examples (30.63%)
2025-04-09 02:41:25 - INFO - __main__ - [02:41:25] Processed 309,332/1,000,000 examples (30.93%)
2025-04-09 02:41:30 - INFO - __main__ - [02:41:30] Processed 312,139/1,000,000 examples (31.21%)
2025-04-09 02:41:35 - INFO - __main__ - [02:41:35] Processed 315,088/1,000,000 examples (31.51%)
2025-04-09 02:41:40 - INFO - __main__ - [02:41:40] Processed 317,809/1,000,000 examples (31.78%)
2025-04-09 02:41:45 - INFO - __main__ - [02:41:45] Processed 320,571/1,000,000 examples (32.06%)
2025-04-09 02:41:50 - INFO - __main__ - [02:41:50] Processed 323,196/1,000,000 examples (32.32%)
2025-04-09 02:41:55 - INFO - __main__ - [02:41:55] Processed 326,026/1,000,000 examples (32.60%)
2025-04-09 02:42:00 - INFO - __main__ - [02:42:00] Processed 329,025/1,000,000 examples (32.90%)
2025-04-09 02:42:05 - INFO - __main__ - [02:42:05] Processed 331,980/1,000,000 examples (33.20%)
2025-04-09 02:42:10 - INFO - __main__ - [02:42:10] Processed 334,952/1,000,000 examples (33.50%)
2025-04-09 02:42:15 - INFO - __main__ - [02:42:15] Processed 337,873/1,000,000 examples (33.79%)
2025-04-09 02:42:20 - INFO - __main__ - [02:42:20] Processed 340,530/1,000,000 examples (34.05%)
2025-04-09 02:42:25 - INFO - __main__ - [02:42:25] Processed 343,724/1,000,000 examples (34.37%)
2025-04-09 02:42:30 - INFO - __main__ - [02:42:30] Processed 346,756/1,000,000 examples (34.68%)
2025-04-09 02:42:35 - INFO - __main__ - [02:42:35] Processed 349,840/1,000,000 examples (34.98%)
2025-04-09 02:42:40 - INFO - __main__ - [02:42:40] Processed 352,984/1,000,000 examples (35.30%)
2025-04-09 02:42:45 - INFO - __main__ - [02:42:45] Processed 356,144/1,000,000 examples (35.61%)
2025-04-09 02:42:50 - INFO - __main__ - [02:42:50] Processed 358,882/1,000,000 examples (35.89%)
2025-04-09 02:42:55 - INFO - __main__ - [02:42:55] Processed 361,965/1,000,000 examples (36.20%)
2025-04-09 02:43:00 - INFO - __main__ - [02:43:00] Processed 364,819/1,000,000 examples (36.48%)
2025-04-09 02:43:05 - INFO - __main__ - [02:43:05] Processed 367,950/1,000,000 examples (36.80%)
2025-04-09 02:43:10 - INFO - __main__ - [02:43:10] Processed 370,791/1,000,000 examples (37.08%)
2025-04-09 02:43:15 - INFO - __main__ - [02:43:15] Processed 373,844/1,000,000 examples (37.38%)
2025-04-09 02:43:20 - INFO - __main__ - [02:43:20] Processed 377,081/1,000,000 examples (37.71%)
2025-04-09 02:43:25 - INFO - __main__ - [02:43:25] Processed 380,110/1,000,000 examples (38.01%)
2025-04-09 02:43:30 - INFO - __main__ - [02:43:30] Processed 382,979/1,000,000 examples (38.30%)
